Date,State,Doses_Distributed,Doses_Administered,Administered_Dose1,Administered_Dose2,Administered_Dose_Other,id,,,,,,,,,,,,,,,,,,,
06-01-2021,Colorado,282400,122347,,,,300,,,,,,,,,,,,,,,,,,,
07-01-2021,Colorado,361375,130445,,,,301,,,,,,,,,,,,,,,,,,,
08-01-2021,Colorado,381775,145164,,,,302,,,,,,,,,,,,,,,,,,,
11-01-2021,Colorado,416875,218185,,,,303,,,,,,,,,,,,,,,,,,,
12-01-2021,Colorado,516750,224428,187838,36425,165,304,,,,,,,,,,,,,,,,,,,
13-01-2021,Colorado,530800,239665,198227,41271,167,305,,,,,,,,,,,,,,,,,,,
14-01-2021,Colorado,531775,254706,209300,44087,,306,,,,,,,,,,,,,,,,,,,
15-01-2021,Colorado,531775,272233,223761,47021,,307,,,,,,,,,,,,,,,,,,,
19-01-2021,Colorado,531775,330292,278639,49897,,308,,,,,,,,,,,,,,,,,,,
20-01-2021,Colorado,631400,340438,287174,51460,,309,,,,,,,,,,,,,,,,,,,
21-01-2021,Colorado,657250,353194,296816,54474,,310,,,,,,,,,,,,,,,,,,,
22-01-2021,Colorado,671200,377283,313217,62086,,311,,,,,,,,,,,,,,,,,,,
23-01-2021,Colorado,692700,377283,313211,62086,,312,,,,,,,,,,,,,,,,,,,
24-01-2021,Colorado,692700,434496,355124,76902,,313,,,,,,,,,,,,,,,,,,,
25-01-2021,Colorado,692700,447880,364889,80467,,314,,,,,,,,,,,,,,,,,,,
26-01-2021,Colorado,726450,457746,372266,82946,,315,,,,,,,,,,,,,,,,,,,
27-01-2021,Colorado,775050,474527,381679,90200,,316,,,,,,,,,,,,,,,,,,,
28-01-2021,Colorado,806950,495706,394156,98663,,317,,,,,,,,,,,,,,,,,,,
29-01-2021,Colorado,813400,521879,409939,108507,,318,,,,,,,,,,,,,,,,,,,
30-01-2021,Colorado,813400,545356,423054,118770,,319,,,,,,,,,,,,,,,,,,,
31-01-2021,Colorado,813400,569234,440576,125078,,320,,,,,,,,,,,,,,,,,,,
01-02-2021,Colorado,813400,589787,455422,130738,,321,,,,,,,,,,,,,,,,,,,
02-02-2021,Colorado,871875,601347,464938,132752,,322,,,,,,,,,,,,,,,,,,,
03-02-2021,Colorado,940800,617125,472820,140610,,323,,,,,,,,,,,,,,,,,,,
04-02-2021,Colorado,983225,638923,485332,149829,,324,,,,,,,,,,,,,,,,,,,
05-02-2021,Colorado,989075,661703,495381,162511,,325,,,,,,,,,,,,,,,,,,,
06-02-2021,Colorado,991075,694860,512024,178975,,326,,,,,,,,,,,,,,,,,,,
07-02-2021,Colorado,991075,729895,528379,197523,,327,,,,,,,,,,,,,,,,,,,
08-02-2021,Colorado,991075,751960,539961,207951,,328,,,,,,,,,,,,,,,,,,,
09-02-2021,Colorado,1045000,757560,542165,211328,,329,,,,,,,,,,,,,,,,,,,
10-02-2021,Colorado,1110575,787041,557204,225626,,330,,,,,,,,,,,,,,,,,,,
11-02-2021,Colorado,1162775,815108,570979,239804,,331,,,,,,,,,,,,,,,,,,,
12-02-2021,Colorado,1204800,844620,586187,254037,,332,,,,,,,,,,,,,,,,,,,
13-02-2021,Colorado,1210475,885581,609445,271661,,333,,,,,,,,,,,,,,,,,,,
14-02-2021,Colorado,1210475,926807,631243,290991,,334,,,,,,,,,,,,,,,,,,,
16-02-2021,Colorado,1224575,1000597,686889,308992,,335,,,,,,,,,,,,,,,,,,,
17-02-2021,Colorado,1230425,1024167,704742,314557,,336,,,,,,,,,,,,,,,,,,,
18-02-2021,Colorado,1282300,1053041,724699,322769,,337,,,,,,,,,,,,,,,,,,,
19-02-2021,Colorado,1332775,1132448,780757,345623,,338,,,,,,,,,,,,,,,,,,,
20-02-2021,Colorado,1348800,1167895,800799,360392,,339,,,,,,,,,,,,,,,,,,,
21-02-2021,Colorado,1348800,1202161,817009,378242,,340,,,,,,,,,,,,,,,,,,,
22-02-2021,Colorado,1348800,1231699,831826,392925,,341,,,,,,,,,,,,,,,,,,,831373
23-02-2021,Colorado,1417245,1233466,832798,393719,,342,,,,,,,,,,,,,,,,,,,832401
24-02-2021,Colorado,1512970,1268302,847375,413803,,343,,,,,,,,,,,,,,,,,,,846846
25-02-2021,Colorado,1597960,1294236,860120,426938,,344,,,,,,,,,,,,,,,,,,,859579
26-02-2021,Colorado,1658660,1323183,876277,439634,,345,,,,,,,,,,,,,,,,,,,875741
27-02-2021,Colorado,1700660,1324715,876943,440500,,346,,,,,,,,,,,,,,,,,,,876602
28-02-2021,Colorado,1700660,1371577,901520,462155,,347,,,,,,,,,,,,,,,,,,,901115
01-03-2021,Colorado,1700660,1412910,925066,479662,,348,,,,,,,,,,,,,,,,,,,924546
02-03-2021,Colorado,1747350,1428854,935733,484907,,349,,,,,,,,,,,,,,,,,,,935163
03-03-2021,Colorado,1847780,1462053,954209,499066,,350,,,,,,,,,,,,,,,,,,,953642
04-03-2021,Colorado,1933440,1494910,972301,513187,,351,,,,,,,,,,,,,,,,,,,971625
05-03-2021,Colorado,2008930,1528864,992266,526306,,352,,,,,,,,,,,,,,,,,,,991540
06-03-2021,Colorado,2019460,1580162,1019833,549267,,353,,,,,,,,,,,,,,,,,,,1018959
07-03-2021,Colorado,2019460,1626499,1047214,567689,,354,,,,,,,,,,,,,,,,,,,1046160
30-12-2020,Connecticut,112500,53649,,,,355,,,,,,,,,,,,,,,,,,,
02-01-2021,Connecticut,112500,72729,,,,356,,,,,,,,,,,,,,,,,,,
04-01-2021,Connecticut,149900,75946,,,,357,,,,,,,,,,,,,,,,,,,
05-01-2021,Connecticut,149900,81970,,,,358,,,,,,,,,,,,,,,,,,,
06-01-2021,Connecticut,149900,93056,,,,359,,,,,,,,,,,,,,,,,,,
07-01-2021,Connecticut,219125,100889,,,,360,,,,,,,,,,,,,,,,,,,
08-01-2021,Connecticut,219125,116277,,,,361,,,,,,,,,,,,,,,,,,,
11-01-2021,Connecticut,246875,147174,,,,362,,,,,,,,,,,,,,,,,,,
12-01-2021,Connecticut,250775,151395,56350,4174,90871,363,,,,,,,,,,,,,,,,,,,
13-01-2021,Connecticut,315025,161875,58920,5268,97687,364,,,,,,,,,,,,,,,,,,,
14-01-2021,Connecticut,328675,171897,156366,14052,,365,,,,,,,,,,,,,,,,,,,
15-01-2021,Connecticut,328775,185866,166722,17162,,366,,,,,,,,,,,,,,,,,,,
19-01-2021,Connecticut,328775,229524,201664,23150,,367,,,,,,,,,,,,,,,,,,,
20-01-2021,Connecticut,430375,243140,213145,25018,,368,,,,,,,,,,,,,,,,,,,
21-01-2021,Connecticut,435075,264707,230913,28602,,369,,,,,,,,,,,,,,,,,,,
22-01-2021,Connecticut,477250,287440,248753,33149,,370,,,,,,,,,,,,,,,,,,,
23-01-2021,Connecticut,492850,306796,264042,37098,,371,,,,,,,,,,,,,,,,,,,
24-01-2021,Connecticut,492850,321737,275126,40506,,372,,,,,,,,,,,,,,,,,,,
25-01-2021,Connecticut,492850,331264,282674,42421,,373,,,,,,,,,,,,,,,,,,,
26-01-2021,Connecticut,515675,342643,291257,45190,,374,,,,,,,,,,,,,,,,,,,
27-01-2021,Connecticut,543975,360991,302710,51939,,375,,,,,,,,,,,,,,,,,,,
28-01-2021,Connecticut,571775,381160,315317,59437,,376,,,,,,,,,,,,,,,,,,,
29-01-2021,Connecticut,577625,403370,329149,67624,,377,,,,,,,,,,,,,,,,,,,
30-01-2021,Connecticut,578600,421191,340886,73706,,378,,,,,,,,,,,,,,,,,,,
31-01-2021,Connecticut,578600,436842,349879,79511,,379,,,,,,,,,,,,,,,,,,,
01-02-2021,Connecticut,578600,449253,357588,83855,,380,,,,,,,,,,,,,,,,,,,
02-02-2021,Connecticut,574650,456090,361495,86602,,381,,,,,,,,,,,,,,,,,,,
03-02-2021,Connecticut,608600,465008,365975,90574,,382,,,,,,,,,,,,,,,,,,,
04-02-2021,Connecticut,666175,481826,375795,97568,,383,,,,,,,,,,,,,,,,,,,
05-02-2021,Connecticut,668125,502347,387627,106224,,384,,,,,,,,,,,,,,,,,,,
06-02-2021,Connecticut,740300,519400,395554,115349,,385,,,,,,,,,,,,,,,,,,,
07-02-2021,Connecticut,740300,533941,402227,123198,,386,,,,,,,,,,,,,,,,,,,
08-02-2021,Connecticut,740300,542414,406697,127194,,387,,,,,,,,,,,,,,,,,,,
09-02-2021,Connecticut,800225,554322,412601,133196,,388,,,,,,,,,,,,,,,,,,,
10-02-2021,Connecticut,801325,574750,423296,142918,,389,,,,,,,,,,,,,,,,,,,
11-02-2021,Connecticut,812325,600249,437058,154639,,390,,,,,,,,,,,,,,,,,,,
12-02-2021,Connecticut,814525,626678,450204,167894,,391,,,,,,,,,,,,,,,,,,,
13-02-2021,Connecticut,847200,654766,462710,183146,,392,,,,,,,,,,,,,,,,,,,
14-02-2021,Connecticut,854725,674704,473106,191978,,393,,,,,,,,,,,,,,,,,,,
16-02-2021,Connecticut,914075,711142,494373,206920,,394,,,,,,,,,,,,,,,,,,,
17-02-2021,Connecticut,916075,738191,509165,218777,,395,,,,,,,,,,,,,,,,,,,
18-02-2021,Connecticut,922075,767183,525133,231795,,396,,,,,,,,,,,,,,,,,,,
19-02-2021,Connecticut,958925,822615,558539,253770,,397,,,,,,,,,,,,,,,,,,,
20-02-2021,Connecticut,984275,847820,572145,265343,,398,,,,,,,,,,,,,,,,,,,
21-02-2021,Connecticut,984275,860534,579380,270792,,399,,,,,,,,,,,,,,,,,,,
22-02-2021,Connecticut,984275,882777,595390,277009,,400,,,,,,,,,,,,,,,,,,,592281
23-02-2021,Connecticut,1025755,892882,602697,279804,,401,,,,,,,,,,,,,,,,,,,599604
24-02-2021,Connecticut,1099225,912033,618330,283211,,402,,,,,,,,,,,,,,,,,,,615127
25-02-2021,Connecticut,1113035,925946,629625,285804,,403,,,,,,,,,,,,,,,,,,,626382
26-02-2021,Connecticut,1190995,954153,652910,290698,,404,,,,,,,,,,,,,,,,,,,649401
27-02-2021,Connecticut,1198495,980211,674181,295458,,405,,,,,,,,,,,,,,,,,,,670573
28-02-2021,Connecticut,1198495,1004467,693595,300264,,406,,,,,,,,,,,,,,,,,,,689900
01-03-2021,Connecticut,1198495,1031305,715456,305226,,407,,,,,,,,,,,,,,,,,,,711598
02-03-2021,Connecticut,1281935,1040154,722628,306894,,408,,,,,,,,,,,,,,,,,,,718789
03-03-2021,Connecticut,1309225,1061375,740054,310667,,409,,,,,,,,,,,,,,,,,,,736047
04-03-2021,Connecticut,1345595,1087313,763026,313603,,410,,,,,,,,,,,,,,,,,,,758885
05-03-2021,Connecticut,1421045,1121517,793790,316991,,411,,,,,,,,,,,,,,,,,,,789206
06-03-2021,Connecticut,1434565,1157114,826089,320257,,412,,,,,,,,,,,,,,,,,,,821249
07-03-2021,Connecticut,1434565,1195617,860174,324448,,413,,,,,,,,,,,,,,,,,,,855166
30-12-2020,Delaware,44925,8495,,,,414,,,,,,,,,,,,,,,,,,,
02-01-2021,Delaware,44925,11066,,,,415,,,,,,,,,,,,,,,,,,,
04-01-2021,Delaware,50725,13913,,,,416,,,,,,,,,,,,,,,,,,,
05-01-2021,Delaware,53650,13962,,,,417,,,,,,,,,,,,,,,,,,,
06-01-2021,Delaware,53650,14835,,,,418,,,,,,,,,,,,,,,,,,,
07-01-2021,Delaware,64375,16677,,,,419,,,,,,,,,,,,,,,,,,,
08-01-2021,Delaware,65350,18482,,,,420,,,,,,,,,,,,,,,,,,,
11-01-2021,Delaware,70650,25708,,,,421,,,,,,,,,,,,,,,,,,,
12-01-2021,Delaware,88325,26410,15911,2784,7715,422,,,,,,,,,,,,,,,,,,,
13-01-2021,Delaware,91250,28413,16647,4050,7716,423,,,,,,,,,,,,,,,,,,,
14-01-2021,Delaware,91250,31090,25649,5354,,424,,,,,,,,,,,,,,,,,,,
15-01-2021,Delaware,91250,31090,25649,5354,,425,,,,,,,,,,,,,,,,,,,
19-01-2021,Delaware,91250,42557,35679,6768,,426,,,,,,,,,,,,,,,,,,,
20-01-2021,Delaware,100375,45640,38610,6919,,427,,,,,,,,,,,,,,,,,,,
21-01-2021,Delaware,106600,49369,41900,7355,,428,,,,,,,,,,,,,,,,,,,
22-01-2021,Delaware,116325,54257,45292,8847,,429,,,,,,,,,,,,,,,,,,,
23-01-2021,Delaware,116325,60023,49442,10448,,430,,,,,,,,,,,,,,,,,,,
24-01-2021,Delaware,116325,64186,52586,11464,,431,,,,,,,,,,,,,,,,,,,
25-01-2021,Delaware,116325,66914,55131,11647,,432,,,,,,,,,,,,,,,,,,,
26-01-2021,Delaware,129250,68507,56646,11724,,433,,,,,,,,,,,,,,,,,,,
27-01-2021,Delaware,140850,77449,64952,12352,,434,,,,,,,,,,,,,,,,,,,
28-01-2021,Delaware,141825,82289,68959,13121,,435,,,,,,,,,,,,,,,,,,,
29-01-2021,Delaware,143775,87300,72684,14210,,436,,,,,,,,,,,,,,,,,,,
30-01-2021,Delaware,143775,92509,76980,14956,,437,,,,,,,,,,,,,,,,,,,
31-01-2021,Delaware,143775,99954,82970,16397,,438,,,,,,,,,,,,,,,,,,,
01-02-2021,Delaware,143775,102697,84482,17628,,439,,,,,,,,,,,,,,,,,,,
02-02-2021,Delaware,143775,103770,85143,18040,,440,,,,,,,,,,,,,,,,,,,
03-02-2021,Delaware,154700,107544,88325,18568,,441,,,,,,,,,,,,,,,,,,,
04-02-2021,Delaware,161525,110784,89727,20394,,442,,,,,,,,,,,,,,,,,,,
05-02-2021,Delaware,161525,114226,92265,21264,,443,,,,,,,,,,,,,,,,,,,
06-02-2021,Delaware,161525,118475,94962,22791,,444,,,,,,,,,,,,,,,,,,,
07-02-2021,Delaware,161525,123428,98450,24245,,445,,,,,,,,,,,,,,,,,,,
08-02-2021,Delaware,161525,126650,100736,25179,,446,,,,,,,,,,,,,,,,,,,
09-02-2021,Delaware,162525,127523,101383,25405,,447,,,,,,,,,,,,,,,,,,,
10-02-2021,Delaware,183250,130116,103319,26054,,448,,,,,,,,,,,,,,,,,,,
11-02-2021,Delaware,182225,133370,105760,26864,,449,,,,,,,,,,,,,,,,,,,
12-02-2021,Delaware,188075,136591,108096,27742,,450,,,,,,,,,,,,,,,,,,,
13-02-2021,Delaware,188075,142103,111918,29423,,451,,,,,,,,,,,,,,,,,,,
14-02-2021,Delaware,188075,146437,114564,31095,,452,,,,,,,,,,,,,,,,,,,
16-02-2021,Delaware,189050,152387,117600,34002,,453,,,,,,,,,,,,,,,,,,,
17-02-2021,Delaware,189050,155111,118666,35601,,454,,,,,,,,,,,,,,,,,,,
18-02-2021,Delaware,189050,159845,121487,37499,,455,,,,,,,,,,,,,,,,,,,
19-02-2021,Delaware,204200,175305,130818,43614,,456,,,,,,,,,,,,,,,,,,,
20-02-2021,Delaware,204200,180600,133187,46527,,457,,,,,,,,,,,,,,,,,,,
21-02-2021,Delaware,204200,180940,133251,46803,,458,,,,,,,,,,,,,,,,,,,
22-02-2021,Delaware,204200,183901,134698,48311,,459,,,,,,,,,,,,,,,,,,,71395
23-02-2021,Delaware,247115,186619,135175,50546,,460,,,,,,,,,,,,,,,,,,,72177
24-02-2021,Delaware,274055,189836,135908,53019,,461,,,,,,,,,,,,,,,,,,,73821
25-02-2021,Delaware,289515,195534,137830,56790,,462,,,,,,,,,,,,,,,,,,,74819
26-02-2021,Delaware,291715,203745,140833,61985,,463,,,,,,,,,,,,,,,,,,,76188
27-02-2021,Delaware,291815,212739,143880,67915,,464,,,,,,,,,,,,,,,,,,,79687
28-02-2021,Delaware,291815,219312,146867,71482,,465,,,,,,,,,,,,,,,,,,,83661
01-03-2021,Delaware,291815,225374,148491,75909,,466,,,,,,,,,,,,,,,,,,,84717
02-03-2021,Delaware,323935,225417,148497,75946,,467,,,,,,,,,,,,,,,,,,,85361
03-03-2021,Delaware,327635,237669,152876,83782,,468,,,,,,,,,,,,,,,,,,,87107
04-03-2021,Delaware,347965,246194,157521,87485,,469,,,,,,,,,,,,,,,,,,,90183
05-03-2021,Delaware,359165,255036,161830,92003,,470,,,,,,,,,,,,,,,,,,,92606
06-03-2021,Delaware,361765,264601,166987,96374,,471,,,,,,,,,,,,,,,,,,,95285
07-03-2021,Delaware,361765,275467,173404,100801,,472,,,,,,,,,,,,,,,,,,,98483
30-12-2020,District of Columbia,22700,11370,,,,473,,,,,,,,,,,,,,,,,,,
02-01-2021,District of Columbia,22700,15072,,,,474,,,,,,,,,,,,,,,,,,,
04-01-2021,District of Columbia,35475,15583,,,,475,,,,,,,,,,,,,,,,,,,
05-01-2021,District of Columbia,35475,15853,,,,476,,,,,,,,,,,,,,,,,,,
06-01-2021,District of Columbia,35475,17475,,,,477,,,,,,,,,,,,,,,,,,,
07-01-2021,District of Columbia,45950,19366,,,,478,,,,,,,,,,,,,,,,,,,
08-01-2021,District of Columbia,49250,21681,,,,479,,,,,,,,,,,,,,,,,,,
11-01-2021,District of Columbia,60775,29228,,,,480,,,,,,,,,,,,,,,,,,,
12-01-2021,District of Columbia,62725,29812,0,0,29812,481,,,,,,,,,,,,,,,,,,,
13-01-2021,District of Columbia,68325,33049,1957,1275,29817,482,,,,,,,,,,,,,,,,,,,
14-01-2021,District of Columbia,68325,36679,29927,6741,,483,,,,,,,,,,,,,,,,,,,
15-01-2021,District of Columbia,68325,39934,31667,8250,,484,,,,,,,,,,,,,,,,,,,
19-01-2021,District of Columbia,68325,49988,39747,10196,,485,,,,,,,,,,,,,,,,,,,
20-01-2021,District of Columbia,75175,51733,41135,10553,,486,,,,,,,,,,,,,,,,,,,
21-01-2021,District of Columbia,75175,55108,43377,11685,,487,,,,,,,,,,,,,,,,,,,
22-01-2021,District of Columbia,90225,56864,44773,12045,,488,,,,,,,,,,,,,,,,,,,
23-01-2021,District of Columbia,91025,59793,47088,12649,,489,,,,,,,,,,,,,,,,,,,
24-01-2021,District of Columbia,91025,62391,49292,13043,,490,,,,,,,,,,,,,,,,,,,
25-01-2021,District of Columbia,91025,64194,50902,13236,,491,,,,,,,,,,,,,,,,,,,
26-01-2021,District of Columbia,97600,64748,51399,13293,,492,,,,,,,,,,,,,,,,,,,
27-01-2021,District of Columbia,107575,68086,53590,14434,,493,,,,,,,,,,,,,,,,,,,
28-01-2021,District of Columbia,144425,70839,55599,15177,,494,,,,,,,,,,,,,,,,,,,
29-01-2021,District of Columbia,148325,73328,57152,16112,,495,,,,,,,,,,,,,,,,,,,
30-01-2021,District of Columbia,148525,76672,59570,17029,,496,,,,,,,,,,,,,,,,,,,
31-01-2021,District of Columbia,148525,80526,61737,18710,,497,,,,,,,,,,,,,,,,,,,
01-02-2021,District of Columbia,148525,82519,63208,19217,,498,,,,,,,,,,,,,,,,,,,
02-02-2021,District of Columbia,147125,83553,64241,19218,,499,,,,,,,,,,,,,,,,,,,
03-02-2021,District of Columbia,159925,85065,65207,19753,,500,,,,,,,,,,,,,,,,,,,
04-02-2021,District of Columbia,164900,94095,66645,21313,,501,,,,,,,,,,,,,,,,,,,
05-02-2021,District of Columbia,166950,98862,69999,22719,,502,,,,,,,,,,,,,,,,,,,
06-02-2021,District of Columbia,166950,102031,71810,24069,,503,,,,,,,,,,,,,,,,,,,
07-02-2021,District of Columbia,166950,105819,73505,26151,,504,,,,,,,,,,,,,,,,,,,
08-02-2021,District of Columbia,166950,108475,75351,26957,,505,,,,,,,,,,,,,,,,,,,
09-02-2021,District of Columbia,166950,108475,75351,26957,,506,,,,,,,,,,,,,,,,,,,
10-02-2021,District of Columbia,179725,108475,75351,26957,,507,,,,,,,,,,,,,,,,,,,
11-02-2021,District of Columbia,193600,111720,79776,31786,,508,,,,,,,,,,,,,,,,,,,
12-02-2021,District of Columbia,193800,114110,80772,33167,,509,,,,,,,,,,,,,,,,,,,
13-02-2021,District of Columbia,193900,116261,81699,34388,,510,,,,,,,,,,,,,,,,,,,
14-02-2021,District of Columbia,193900,121313,84740,36388,,511,,,,,,,,,,,,,,,,,,,
16-02-2021,District of Columbia,193900,126500,87243,39060,,512,,,,,,,,,,,,,,,,,,,
17-02-2021,District of Columbia,193900,128460,88287,39973,,513,,,,,,,,,,,,,,,,,,,
18-02-2021,District of Columbia,193900,130437,88924,41311,,514,,,,,,,,,,,,,,,,,,,
19-02-2021,District of Columbia,225125,157111,106692,50145,,515,,,,,,,,,,,,,,,,,,,
20-02-2021,District of Columbia,225125,159640,107751,51565,,516,,,,,,,,,,,,,,,,,,,
21-02-2021,District of Columbia,225125,162674,109045,53244,,517,,,,,,,,,,,,,,,,,,,
22-02-2021,District of Columbia,225125,164207,109636,54187,,518,,,,,,,,,,,,,,,,,,,132110
23-02-2021,District of Columbia,249315,166724,110923,55413,,519,,,,,,,,,,,,,,,,,,,132605
24-02-2021,District of Columbia,269005,170343,113188,56711,,520,,,,,,,,,,,,,,,,,,,133439
25-02-2021,District of Columbia,272005,173030,114383,58201,,521,,,,,,,,,,,,,,,,,,,135312
26-02-2021,District of Columbia,280955,176044,116035,59551,,522,,,,,,,,,,,,,,,,,,,138270
27-02-2021,District of Columbia,284655,184748,120539,63706,,523,,,,,,,,,,,,,,,,,,,141258
28-02-2021,District of Columbia,284655,194746,127752,66481,,524,,,,,,,,,,,,,,,,,,,144087
01-03-2021,District of Columbia,284655,198047,129157,68370,,525,,,,,,,,,,,,,,,,,,,145669
02-03-2021,District of Columbia,296805,199212,129734,68955,,526,,,,,,,,,,,,,,,,,,,145839
03-03-2021,District of Columbia,310065,202090,131466,70091,,527,,,,,,,,,,,,,,,,,,,149887
04-03-2021,District of Columbia,324505,207421,135292,71591,,528,,,,,,,,,,,,,,,,,,,154443
05-03-2021,District of Columbia,337095,211736,137914,73279,,529,,,,,,,,,,,,,,,,,,,158816
06-03-2021,District of Columbia,337095,220634,140976,79089,,530,,,,,,,,,,,,,,,,,,,163896
07-03-2021,District of Columbia,337095,225875,144563,80744,,531,,,,,,,,,,,,,,,,,,,169895
30-12-2020,Florida,783600,176729,,,,532,,,,,,,,,,,,,,,,,,,
02-01-2021,Florida,801150,246587,,,,533,,,,,,,,,,,,,,,,,,,
04-01-2021,Florida,1137000,264512,,,,534,,,,,,,,,,,,,,,,,,,
05-01-2021,Florida,1152000,264512,,,,535,,,,,,,,,,,,,,,,,,,
06-01-2021,Florida,1152000,339032,,,,536,,,,,,,,,,,,,,,,,,,
07-01-2021,Florida,1355775,402802,,,,537,,,,,,,,,,,,,,,,,,,
08-01-2021,Florida,1355775,402802,,,,538,,,,,,,,,,,,,,,,,,,
11-01-2021,Florida,1661675,633440,,,,539,,,,,,,,,,,,,,,,,,,
12-01-2021,Florida,1676300,633440,586741,41725,4974,540,,,,,,,,,,,,,,,,,,,
13-01-2021,Florida,1680200,705398,647330,52969,5099,541,,,,,,,,,,,,,,,,,,,
14-01-2021,Florida,1970875,774485,709002,63802,,542,,,,,,,,,,,,,,,,,,,
15-01-2021,Florida,2069175,853081,776430,74776,,543,,,,,,,,,,,,,,,,,,,
19-01-2021,Florida,2069175,1174685,1068787,103173,,544,,,,,,,,,,,,,,,,,,,
20-01-2021,Florida,2545050,1239975,1125338,111763,,545,,,,,,,,,,,,,,,,,,,
21-01-2021,Florida,2546050,1239975,1125338,111763,,546,,,,,,,,,,,,,,,,,,,
22-01-2021,Florida,2616250,1314377,1186719,124582,,547,,,,,,,,,,,,,,,,,,,
23-01-2021,Florida,2908275,1489003,1333116,152209,,548,,,,,,,,,,,,,,,,,,,
24-01-2021,Florida,2908275,1544794,1384479,156226,,549,,,,,,,,,,,,,,,,,,,
25-01-2021,Florida,2908275,1544794,1384407,156298,,550,,,,,,,,,,,,,,,,,,,
26-01-2021,Florida,3095350,1575490,1412466,158886,,551,,,,,,,,,,,,,,,,,,,
27-01-2021,Florida,3095850,1632491,1451507,176671,,552,,,,,,,,,,,,,,,,,,,
28-01-2021,Florida,3095850,1707251,1497903,204623,,553,,,,,,,,,,,,,,,,,,,
29-01-2021,Florida,3220350,1796246,1554179,236834,,554,,,,,,,,,,,,,,,,,,,
30-01-2021,Florida,3396350,1890198,1610425,274211,,555,,,,,,,,,,,,,,,,,,,
31-01-2021,Florida,3396350,1959626,1656005,297584,,556,,,,,,,,,,,,,,,,,,,
01-02-2021,Florida,3396350,2005378,1683674,315392,,557,,,,,,,,,,,,,,,,,,,
02-02-2021,Florida,3657775,2048143,1712327,329176,,558,,,,,,,,,,,,,,,,,,,
03-02-2021,Florida,3658975,2133168,1752699,373238,,559,,,,,,,,,,,,,,,,,,,
04-02-2021,Florida,3658975,2223754,1793625,422482,,560,,,,,,,,,,,,,,,,,,,
05-02-2021,Florida,3791925,2260744,1812723,440172,,561,,,,,,,,,,,,,,,,,,,
06-02-2021,Florida,3791925,2385839,1865090,512064,,562,,,,,,,,,,,,,,,,,,,
07-02-2021,Florida,3791925,2607527,1965590,629556,,563,,,,,,,,,,,,,,,,,,,
08-02-2021,Florida,3791925,2607527,1965590,629556,,564,,,,,,,,,,,,,,,,,,,
09-02-2021,Florida,4217275,2731300,2023419,694637,,565,,,,,,,,,,,,,,,,,,,
10-02-2021,Florida,4258875,2835535,2064585,756678,,566,,,,,,,,,,,,,,,,,,,
11-02-2021,Florida,4318675,2957730,2118750,823514,,567,,,,,,,,,,,,,,,,,,,
12-02-2021,Florida,4332100,3216044,2235645,962465,,568,,,,,,,,,,,,,,,,,,,
13-02-2021,Florida,4441375,3351430,2304435,1028266,,569,,,,,,,,,,,,,,,,,,,
14-02-2021,Florida,4514300,3467856,2366552,1082096,,570,,,,,,,,,,,,,,,,,,,
16-02-2021,Florida,4597575,3598996,2441429,1134793,,571,,,,,,,,,,,,,,,,,,,
17-02-2021,Florida,4699950,3702569,2498089,1180757,,572,,,,,,,,,,,,,,,,,,,
18-02-2021,Florida,4700950,3819224,2562863,1231696,,573,,,,,,,,,,,,,,,,,,,
19-02-2021,Florida,4971575,4198451,2793123,1378573,,574,,,,,,,,,,,,,,,,,,,
20-02-2021,Florida,5120975,4205898,2796210,1382923,,575,,,,,,,,,,,,,,,,,,,
21-02-2021,Florida,5120975,4387051,2877011,1481148,,576,,,,,,,,,,,,,,,,,,,
22-02-2021,Florida,5120975,4390626,2879026,1482708,,577,,,,,,,,,,,,,,,,,,,9816
23-02-2021,Florida,5483265,4406005,2884231,1492758,,578,,,,,,,,,,,,,,,,,,,9817
24-02-2021,Florida,5997365,4502702,2936823,1535864,,579,,,,,,,,,,,,,,,,,,,10155
25-02-2021,Florida,6013185,4605201,2983316,1590721,,580,,,,,,,,,,,,,,,,,,,10302
26-02-2021,Florida,6083555,4704530,3032041,1640330,,581,,,,,,,,,,,,,,,,,,,10410
27-02-2021,Florida,6313255,4822353,3095704,1693485,,582,,,,,,,,,,,,,,,,,,,10595
28-02-2021,Florida,6313355,5044420,3222786,1787164,,583,,,,,,,,,,,,,,,,,,,10615
01-03-2021,Florida,6313355,5047960,3225973,1787511,,584,,,,,,,,,,,,,,,,,,,10624
02-03-2021,Florida,6744275,5077891,3243667,1799607,,585,,,,,,,,,,,,,,,,,,,10787
03-03-2021,Florida,7112075,5167346,3297947,1833883,,586,,,,,,,,,,,,,,,,,,,10875
04-03-2021,Florida,7200465,5314200,3391582,1886028,,587,,,,,,,,,,,,,,,,,,,10924
05-03-2021,Florida,7524815,5448653,3480937,1929985,,588,,,,,,,,,,,,,,,,,,,11124
06-03-2021,Florida,7771315,5688357,3641725,2006907,,589,,,,,,,,,,,,,,,,,,,11286
07-03-2021,Florida,7771315,5900450,3784364,2074589,,590,,,,,,,,,,,,,,,,,,,11356
30-12-2020,Georgia,376325,50980,,,,591,,,,,,,,,,,,,,,,,,,
02-01-2021,Georgia,445550,75157,,,,592,,,,,,,,,,,,,,,,,,,
04-01-2021,Georgia,483650,75157,,,,593,,,,,,,,,,,,,,,,,,,
05-01-2021,Georgia,493625,80459,,,,594,,,,,,,,,,,,,,,,,,,
